,Sourcils_Arqués,Chauve,Gros_Nez,Cheveux_Noirs,Cheveux_Blonds,Flou,Cheveux_Bruns,Sourcils_Fournis,Lunettes,Cheveux_Gris,Homme,Moustache,Imberbe,Nez_Pointu,Jeune
132146.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
092444.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
128339.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
012399.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
057969.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
097426.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
078124.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
042467.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
162774.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
191685.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
083045.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
018584.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
140395.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
190216.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
141209.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
071080.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
129779.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
196954.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
012606.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
127132.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
110773.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
148876.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
049006.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
191300.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
090679.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
021818.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
199402.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
141274.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
026911.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
027447.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
062924.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
172455.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1
138530.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
053917.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
091548.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
096027.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1
146889.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
048930.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1
006622.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
065056.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
083803.jpg,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1
177517.jpg,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1
127781.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
018198.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
079366.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
076657.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
061978.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
048509.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
109654.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
168784.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
107892.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
112890.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
090209.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
080646.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
172975.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
124382.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
102514.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
078294.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
144815.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
088799.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
039671.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1
177957.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
016687.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
043121.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
079893.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
195212.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
134219.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
180442.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
025222.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
021302.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
025612.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
095339.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
174037.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
188415.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
081340.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
121751.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
187452.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
111742.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
107499.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
108587.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
072036.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
057299.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
042490.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
018505.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
076271.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
135961.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
025280.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
101612.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1
076276.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
176871.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
172596.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
165938.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
062993.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
190704.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
146842.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
114614.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
141831.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
154365.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
126507.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
168330.jpg,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1
161474.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
028333.jpg,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
173737.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
119159.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
038767.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
019922.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
078375.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
135195.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
179037.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
146372.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1
093457.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
184826.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1
044837.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
051296.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
199760.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
096674.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
164266.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
068470.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
001177.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
103851.jpg,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
006133.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
059521.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
042490.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
062568.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
084332.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1
043195.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
063630.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
174104.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
066203.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
056113.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
117547.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1
050860.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
189580.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
067934.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
192034.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
163082.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
102391.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
178168.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
035324.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
158003.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
111722.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
140890.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
061556.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
039419.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
152344.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
044411.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1
086372.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
120150.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
131417.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
175191.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
132115.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1
187198.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
019889.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
073532.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1
074772.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
034022.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
070833.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
103655.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
049491.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
156777.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
011314.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
155432.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
129600.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
026003.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
008015.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
006802.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
177432.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
071291.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
158815.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
136262.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
084891.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
055866.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
138293.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
056180.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
140197.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
170998.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
021855.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
050424.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
195820.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
017897.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
193201.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
137492.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
171718.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
144604.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
059733.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
117513.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
011899.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
059602.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
197058.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
022399.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
149181.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
074922.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
108946.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
168171.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
091823.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
097162.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
097055.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
001147.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
013227.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
073322.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1
042788.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1
034314.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
078282.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
111262.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
154381.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
133345.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
184917.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
178438.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
069495.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
078029.jpg,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
125417.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
189765.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
024721.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
068518.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
095650.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
164502.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
182054.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
101322.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1
175106.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1
202459.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
005812.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
154519.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
054956.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
034476.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
068241.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
132920.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
086584.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
047669.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
178440.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
042083.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1
006678.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
181008.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
083869.jpg,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
136435.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
175191.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
154227.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
080502.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
007844.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
008288.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
075666.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
179588.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
149737.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
028162.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
054941.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
032072.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
104690.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
010495.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
017560.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
137756.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
048137.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
014512.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
074710.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1
021620.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
090140.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
096809.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
076594.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
105562.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
149684.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
102137.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
120528.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
182368.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
188564.jpg,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
082575.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1
082602.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
038417.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1
027520.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
168857.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
193294.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
172648.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
066982.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
062993.jpg,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1
013939.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
187822.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
156105.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1
127553.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
173248.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1
162468.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
015336.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
170230.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
019506.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
114278.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
121926.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1
033901.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
157823.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1
094888.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
077125.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
102018.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
052298.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
072861.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
010048.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
